$OBSGL,3,1,0,-6229.08,11043.48,-2.361,-0.004,1.00,0.000,1.000,2,0,-6466.74,11948.27,0.833,-4.450,1.00,0.000,1.000,3,0,-7462.42,10577.92,-2.367,0.211,1.00,0.000,1.000*3A
$OBSGL,3,1,0,-6229.08,11043.48,-2.361,-0.004,1.00,0.000,1.000,2,0,-6466.74,11948.27,0.833,-4.450,1.00,0.000,1.000,3,0,-7462.42,10577.92,-2.367,0.211,1.00,0.000,1.000*3A
$OBSGL,3,1,0,-6229.08,11043.48,-2.361,-0.004,1.00,0.000,1.000,2,0,-6466.74,11948.27,0.833,-4.450,1.00,0.000,1.000,3,0,-7462.42,10577.92,-2.367,0.211,1.00,0.000,1.000*3A
$OBSGL,4,1,0,-6229.08,11043.48,-2.361,-0.004,1.00,0.000,1.000,2,0,-6466.74,11948.27,0.833,-4.450,1.00,0.000,1.000,3,0,-7462.42,10577.92,-2.367,0.211,1.00,0.000,1.000,4,0,-7626.07,11698.26,-2.269,-0.507,1.00,0.000,1.000*3A
$OBSGL,4,1,0,-6229.08,11043.48,-2.361,-0.004,1.00,0.000,1.000,2,0,-6466.74,11948.27,0.833,-4.450,1.00,0.000,1.000,3,0,-7462.42,10577.92,-2.367,0.211,1.00,0.000,1.000,4,0,-7626.07,11698.26,-2.269,-0.507,1.00,0.000,1.000*3A
$OBSGL,4,1,0,-6229.08,11043.48,-2.361,-0.004,1.00,0.000,1.000,2,0,-6466.74,11948.27,0.833,-4.450,1.00,0.000,1.000,3,0,-7462.42,10577.92,-2.367,0.211,1.00,0.000,1.000,4,0,-7626.07,11698.26,-2.269,-0.507,1.00,0.000,1.000*3A
$OBSGL,4,1,0,-6229.08,11043.48,-2.361,-0.004,1.00,0.000,1.000,2,0,-6466.74,11948.27,0.833,-4.450,1.00,0.000,1.000,3,0,-7462.42,10577.92,-2.367,0.211,1.00,0.000,1.000,4,0,-7626.07,11698.26,-2.269,-0.507,1.00,0.000,1.000*3A
$OBSGL,4,1,0,-6229.08,11043.48,-2.361,-0.004,1.00,0.000,1.000,2,0,-6467.96,11929.08,0.833,-4.450,1.00,0.000,1.000,3,0,-7462.42,10577.92,-2.367,0.211,1.00,0.000,1.000,4,0,-7626.07,11698.26,-2.269,-0.507,1.00,0.000,1.000*3A
$OBSGL,4,1,0,-6229.08,11043.48,-2.361,-0.004,1.00,0.000,1.000,2,0,-6468.05,11927.54,0.833,-4.450,1.00,0.000,1.000,3,0,-7462.42,10577.92,-2.367,0.211,1.00,0.000,1.000,4,0,-7626.07,11698.26,-2.269,-0.507,1.00,0.000,1.000*3A
$OBSGL,4,1,0,-6229.08,11043.48,-2.361,-0.004,1.00,0.000,1.000,2,0,-6468.15,11926.01,0.833,-4.450,1.00,0.000,1.000,3,0,-7462.42,10577.92,-2.367,0.211,1.00,0.000,1.000,4,0,-7626.07,11698.26,-2.269,-0.507,1.00,0.000,1.000*3A
$OBSGL,4,1,0,-6229.08,11043.48,-2.361,-0.004,1.00,0.000,1.000,2,0,-6468.25,11924.48,0.833,-4.450,1.00,0.000,1.000,3,0,-7462.42,10577.92,-2.367,0.211,1.00,0.000,1.000,4,0,-7626.07,11698.26,-2.269,-0.507,1.00,0.000,1.000*3A
$OBSGL,4,1,0,-6229.08,11043.48,-2.361,-0.004,1.00,0.000,1.000,2,0,-6462.02,11915.26,0.833,-4.450,1.00,0.000,1.000,3,0,-7462.42,10577.92,-2.367,0.211,1.00,0.000,1.000,4,0,-7626.07,11698.26,-2.269,-0.507,1.00,0.000,1.000*3A
$OBSGL,4,1,0,-6229.08,11043.48,-2.361,-0.004,1.00,0.000,1.000,2,0,-6461.11,11912.88,0.833,-4.450,1.00,0.000,1.000,3,0,-7462.42,10577.92,-2.367,0.211,1.00,0.000,1.000,4,0,-7626.07,11698.26,-2.269,-0.507,1.00,0.000,1.000*3A
$OBSGL,4,1,0,-6229.08,11043.48,-2.361,-0.004,1.00,0.000,1.000,2,0,-6460.19,11910.47,0.833,-4.450,1.00,0.000,1.000,3,0,-7462.42,10577.92,-2.367,0.211,1.00,0.000,1.000,4,0,-7626.07,11698.26,-2.269,-0.507,1.00,0.000,1.000*3A
$OBSGL,4,1,0,-6229.08,11043.48,-2.361,-0.004,1.00,0.000,1.000,2,0,-6459.27,11908.04,0.833,-4.450,1.00,0.000,1.000,3,0,-7462.42,10577.92,-2.367,0.211,1.00,0.000,1.000,4,0,-7626.07,11698.26,-2.269,-0.507,1.00,0.000,1.000*3A
$OBSGL,4,1,0,-6229.08,11043.48,-2.361,-0.004,1.00,0.000,1.000,2,0,-6458.34,11905.61,0.833,-4.450,1.00,0.000,1.000,3,0,-7462.42,10577.92,-2.367,0.211,1.00,0.000,1.000,4,0,-7626.07,11698.26,-2.269,-0.507,1.00,0.000,1.000*3A
$OBSGL,4,1,0,-6229.08,11043.48,-2.361,-0.004,1.00,0.000,1.000,2,0,-6457.42,11903.17,0.833,-4.450,1.00,0.000,1.000,3,0,-7462.42,10577.92,-2.367,0.211,1.00,0.000,1.000,4,0,-7626.07,11698.26,-2.269,-0.507,1.00,0.000,1.000*3A
$OBSGL,4,1,0,-6229.08,11043.48,-2.361,-0.004,1.00,0.000,1.000,2,0,-6451.68,11886.41,0.833,-4.450,1.00,0.000,1.000,3,0,-7462.12,10568.16,-2.367,0.211,1.00,0.000,1.000,4,0,-7626.07,11698.26,-2.269,-0.507,1.00,0.000,1.000*3A
$OBSGL,4,1,0,-6229.08,11043.48,-2.361,-0.004,1.00,0.000,1.000,2,0,-6450.78,11883.91,0.833,-4.450,1.00,0.000,1.000,3,0,-7462.09,10567.38,-2.367,0.211,1.00,0.000,1.000,4,0,-7626.07,11698.26,-2.269,-0.507,1.00,0.000,1.000*3A
$OBSGL,4,1,0,-6229.08,11043.48,-2.361,-0.004,1.00,0.000,1.000,2,0,-6449.86,11881.36,0.833,-4.450,1.00,0.000,1.000,3,0,-7462.07,10566.58,-2.367,0.211,1.00,0.000,1.000,4,0,-7626.07,11698.26,-2.269,-0.507,1.00,0.000,1.000*3A
$OBSGL,4,1,0,-6229.08,11043.48,-2.361,-0.004,1.00,0.000,1.000,2,0,-6462.18,11887.98,0.833,-4.450,1.00,0.000,1.000,3,0,-7462.04,10565.76,-2.367,0.211,1.00,0.000,1.000,4,0,-7626.07,11698.26,-2.269,-0.507,1.00,0.000,1.000*3A
$OBSGL,4,1,0,-6229.08,11043.48,-2.361,-0.004,1.00,0.000,1.000,2,0,-6463.75,11887.83,0.833,-4.450,1.00,0.000,1.000,3,0,-7461.99,10563.98,-2.367,0.211,1.00,0.000,1.000,4,0,-7626.07,11698.26,-2.269,-0.507,1.00,0.000,1.000*3A
$OBSGL,4,1,0,-6229.08,11043.48,-2.361,-0.004,1.00,0.000,1.000,2,0,-6465.29,11887.69,0.833,-4.450,1.00,0.000,1.000,3,0,-7461.97,10563.19,-2.367,0.211,1.00,0.000,1.000,4,0,-7626.07,11698.26,-2.269,-0.507,1.00,0.000,1.000*3A
$OBSGL,4,1,0,-6229.08,11043.48,-2.361,-0.004,1.00,0.000,1.000,2,0,-6466.82,11887.54,0.833,-4.450,1.00,0.000,1.000,3,0,-7461.94,10562.40,-2.367,0.211,1.00,0.000,1.000,4,0,-7626.07,11698.26,-2.269,-0.507,1.00,0.000,1.000*3A
$OBSGL,4,1,0,-6239.72,11054.12,-2.361,-0.004,1.00,0.000,1.000,2,0,-6468.33,11887.40,0.833,-4.450,1.00,0.000,1.000,3,0,-7461.92,10561.62,-2.367,0.211,1.00,0.000,1.000,4,0,-7643.62,11711.91,-2.269,-0.507,1.00,0.000,1.000*3A
$OBSGL,4,1,0,-6239.72,11054.12,-2.361,-0.004,1.00,0.000,1.000,2,0,-6469.83,11887.25,0.833,-4.450,1.00,0.000,1.000,3,0,-7461.89,10560.84,-2.367,0.211,1.00,0.000,1.000,4,0,-7643.62,11711.91,-2.269,-0.507,1.00,0.000,1.000*3A
$OBSGL,4,1,0,-6239.72,11054.12,-2.361,-0.004,1.00,0.000,1.000,2,0,-6471.36,11887.11,0.833,-4.450,1.00,0.000,1.000,3,0,-7461.87,10560.05,-2.367,0.211,1.00,0.000,1.000,4,0,-7643.62,11711.91,-2.269,-0.507,1.00,0.000,1.000*3A
$OBSGL,4,1,0,-6239.72,11054.12,-2.361,-0.004,1.00,0.000,1.000,2,0,-6448.55,11860.93,0.833,-4.450,1.00,0.000,1.000,3,0,-7461.85,10559.26,-2.367,0.211,1.00,0.000,1.000,4,0,-7643.62,11711.91,-2.269,-0.507,1.00,0.000,1.000*3A
$OBSGL,4,1,0,-6239.72,11054.12,-2.361,-0.004,1.00,0.000,1.000,2,0,-6448.55,11860.93,0.833,-4.450,1.00,0.000,1.000,3,0,-7472.22,10576.49,-2.367,0.211,1.00,0.000,1.000,4,0,-7643.62,11711.91,-2.269,-0.507,1.00,0.000,1.000*3A
$OBSGL,4,1,0,-6239.72,11054.12,-2.361,-0.004,1.00,0.000,1.000,2,0,-6448.55,11860.93,0.833,-4.450,1.00,0.000,1.000,3,0,-7472.22,10576.49,-2.367,0.211,1.00,0.000,1.000,4,0,-7643.62,11711.91,-2.269,-0.507,1.00,0.000,1.000*3A
$OBSGL,4,1,0,-6239.72,11054.12,-2.361,-0.004,1.00,0.000,1.000,2,0,-6448.55,11860.93,0.833,-4.450,1.00,0.000,1.000,3,0,-7472.22,10576.49,-2.367,0.211,1.00,0.000,1.000,4,0,-7643.62,11711.91,-2.269,-0.507,1.00,0.000,1.000*3A
$OBSGL,4,1,0,-6239.72,11054.12,-2.361,-0.004,1.00,0.000,1.000,2,0,-6441.72,11844.89,0.833,-4.450,1.00,0.000,1.000,3,0,-7472.22,10576.49,-2.367,0.211,1.00,0.000,1.000,4,0,-7643.62,11711.91,-2.269,-0.507,1.00,0.000,1.000*3A
$OBSGL,4,1,0,-6239.72,11054.12,-2.361,-0.004,1.00,0.000,1.000,2,0,-6441.76,11844.96,0.833,-4.450,1.00,0.000,1.000,3,0,-7472.22,10576.49,-2.367,0.211,1.00,0.000,1.000,4,0,-7643.62,11711.91,-2.269,-0.507,1.00,0.000,1.000*3A
$OBSGL,4,1,0,-6239.72,11054.12,-2.361,-0.004,1.00,0.000,1.000,2,0,-6441.76,11844.97,0.833,-4.450,1.00,0.000,1.000,3,0,-7472.22,10576.49,-2.367,0.211,1.00,0.000,1.000,4,0,-7643.62,11711.91,-2.269,-0.507,1.00,0.000,1.000*3A
$OBSGL,4,1,0,-6239.72,11054.12,-2.361,-0.004,1.00,0.000,1.000,2,0,-6441.76,11844.98,0.833,-4.450,1.00,0.000,1.000,3,0,-7472.22,10576.49,-2.367,0.211,1.00,0.000,1.000,4,0,-7643.62,11711.91,-2.269,-0.507,1.00,0.000,1.000*3A
$OBSGL,4,1,0,-6239.72,11054.12,-2.361,-0.004,1.00,0.000,1.000,2,0,-6441.74,11844.93,0.833,-4.450,1.00,0.000,1.000,3,0,-7472.22,10576.49,-2.367,0.211,1.00,0.000,1.000,4,0,-7643.62,11711.91,-2.269,-0.507,1.00,0.000,1.000*3A
$OBSGL,4,1,0,-6239.72,11054.12,-2.361,-0.004,1.00,0.000,1.000,2,0,-6441.76,11844.96,0.833,-4.450,1.00,0.000,1.000,3,0,-7472.22,10576.49,-2.367,0.211,1.00,0.000,1.000,4,0,-7643.62,11711.91,-2.269,-0.507,1.00,0.000,1.000*3A
$OBSGL,4,1,0,-6239.72,11054.12,-2.361,-0.004,1.00,0.000,1.000,2,0,-6445.24,11828.83,0.833,-4.450,1.00,0.000,1.000,3,0,-7472.22,10576.49,-2.367,0.211,1.00,0.000,1.000,4,0,-7643.62,11711.91,-2.269,-0.507,1.00,0.000,1.000*3A
$OBSGL,4,1,0,-6239.72,11054.12,-2.361,-0.004,1.00,0.000,1.000,2,0,-6445.25,11828.82,0.833,-4.450,1.00,0.000,1.000,3,0,-7472.22,10576.49,-2.367,0.211,1.00,0.000,1.000,4,0,-7643.62,11711.91,-2.269,-0.507,1.00,0.000,1.000*3A
$OBSGL,4,1,0,-6239.72,11054.12,-2.361,-0.004,1.00,0.000,1.000,2,0,-6445.25,11828.82,0.833,-4.450,1.00,0.000,1.000,3,0,-7472.22,10576.49,-2.367,0.211,1.00,0.000,1.000,4,0,-7643.62,11711.91,-2.269,-0.507,1.00,0.000,1.000*3A
$OBSGL,4,1,0,-6239.72,11054.12,-2.361,-0.004,1.00,0.000,1.000,2,0,-6445.25,11828.80,0.833,-4.450,1.00,0.000,1.000,3,0,-7472.22,10576.49,-2.367,0.211,1.00,0.000,1.000,4,0,-7643.62,11711.91,-2.269,-0.507,1.00,0.000,1.000*3A
