Hour,Minute,Second,Lon,Lat,Speed,SpeedDirection,HeadingDirection
04,44,48.00,177698.3332325,2500798.3282864,0.009,0.000,264.654
04,44,48.20,177698.333216,2500798.3284157,0.006,0.000,264.645
04,44,48.40,177698.3331823,2500798.328545,0.011,23.943,264.579
04,44,48.60,177698.3331487,2500798.3286744,0.021,100.336,264.460
04,44,48.80,177698.3331149,2500798.3287853,0.014,156.792,264.671
04,44,49.00,177698.3330984,2500798.3289145,0.011,115.020,264.703
04,44,49.20,177698.3330647,2500798.3290439,0.026,152.386,264.695
04,44,49.40,177698.3330481,2500798.3291547,0.012,212.590,264.601
04,44,49.60,177698.3330145,2500798.329284,0.010,248.362,264.647
04,44,49.80,177698.3329979,2500798.3293949,0.011,293.334,264.659
04,44,50.00,177698.3329642,2500798.3295242,0.016,271.049,264.635
04,44,50.20,177698.3329305,2500798.3296536,0.018,272.375,264.688
04,44,50.40,177698.3328968,2500798.3297645,0.013,325.837,264.575
04,44,50.60,177698.3328631,2500798.3298938,0.010,58.668,264.689
04,44,50.80,177698.3328295,2500798.3300232,0.023,65.373,264.692
04,44,51.00,177698.3327957,2500798.3301341,0.031,73.836,264.605
04,44,51.20,177698.3327792,2500798.3302633,0.028,91.445,264.622
04,44,51.40,177698.3327455,2500798.3303927,0.033,133.768,264.754
04,44,51.60,177698.3327289,2500798.3305035,0.017,130.988,264.773
04,44,51.80,177698.3327124,2500798.3306328,0.022,158.343,264.448
04,44,52.00,177698.3326958,2500798.3307436,0.018,177.702,264.519
04,44,52.20,177698.3326792,2500798.3308728,0.006,0.000,264.742
04,44,52.40,177698.3326626,2500798.3309837,0.012,247.493,264.872
04,44,52.60,177698.3326461,2500798.3311129,0.015,311.032,264.698
04,44,52.80,177698.3326295,2500798.3312237,0.013,307.216,264.887
04,44,53.00,177698.332613,2500798.331353,0.011,303.745,264.879
04,44,53.20,177698.3325964,2500798.3314638,0.010,121.206,264.614
04,44,53.40,177698.3325798,2500798.3315931,0.012,79.513,264.728
04,44,53.60,177698.3325632,2500798.3317039,0.022,103.322,264.824
04,44,53.80,177698.3325467,2500798.3318332,0.020,121.407,264.590
04,44,54.00,177698.3325473,2500798.3319624,0.018,136.972,264.555
04,44,54.20,177698.3325478,2500798.3320731,0.010,207.070,264.837
04,44,54.40,177698.3325313,2500798.3322024,0.008,0.000,264.663
04,44,54.60,177698.3325318,2500798.3323131,0.024,328.523,264.854
04,44,54.80,177698.3325152,2500798.3324239,0.026,323.222,264.879
04,44,55.00,177698.3324987,2500798.3325532,0.021,310.590,264.926
04,44,55.20,177698.3324993,2500798.3326824,0.026,325.703,265.001
04,44,55.40,177698.3324827,2500798.3327932,0.017,343.117,264.825
04,44,55.60,177698.332449,2500798.3329225,0.011,231.486,264.957
04,44,55.80,177698.3324324,2500798.3330334,0.009,0.000,264.817
04,44,56.00,177698.3324159,2500798.3331626,0.015,206.122,264.957
04,44,56.20,177698.3323993,2500798.3332734,0.030,214.335,264.893
04,44,56.40,177698.3323656,2500798.3334028,0.039,192.505,264.855
04,44,56.60,177698.332349,2500798.3335136,0.021,220.617,264.845
04,44,56.80,177698.3323152,2500798.333606,0.025,223.151,264.942
04,44,57.00,177698.3322814,2500798.3337169,0.021,239.265,265.050
04,44,57.20,177698.3322477,2500798.3338278,0.012,162.940,264.832
04,44,57.40,177698.3322138,2500798.3339203,0.002,0.000,265.046
04,44,57.60,177698.3321972,2500798.3340311,0.007,0.000,264.881
04,44,57.80,177698.3321635,2500798.334142,0.010,7.902,265.082
04,44,58.00,177698.3321296,2500798.3342344,0.005,0.000,264.960
04,44,58.20,177698.3320959,2500798.3343453,0.012,327.523,265.136
04,44,58.40,177698.3320621,2500798.3344562,0.014,284.552,265.226
04,44,58.60,177698.3320284,2500798.3345671,0.010,306.016,265.012
04,44,58.80,177698.3319946,2500798.334678,0.008,0.000,264.954
04,44,59.00,177698.3319608,2500798.3347704,0.010,207.242,265.017
04,44,59.20,177698.331927,2500798.3348813,0.002,0.000,265.150
04,44,59.40,177698.3318932,2500798.3349738,0.017,180.306,264.924
04,44,59.60,177698.3318595,2500798.3350847,0.007,0.000,265.009
04,44,59.80,177698.3318256,2500798.3351771,0.003,0.000,264.876
04,45,00.00,177698.3317919,2500798.335288,0.003,0.000,265.006
04,45,00.20,177698.331758,2500798.3353804,0.008,0.000,264.696
04,45,00.40,177698.3317242,2500798.3354729,0.007,0.000,264.572
04,45,00.60,177698.3316905,2500798.3355838,0.014,143.367,264.781
04,45,00.80,177698.3316566,2500798.3356762,0.018,70.331,264.639
04,45,01.00,177698.3316399,2500798.3357686,0.015,139.235,264.616
04,45,01.20,177698.3316061,2500798.335861,0.012,206.230,264.733
04,45,01.40,177698.3315894,2500798.3359534,0.007,0.000,264.639
04,45,01.60,177698.3315556,2500798.3360643,0.014,156.834,264.580
04,45,01.80,177698.3315389,2500798.3361566,0.007,0.000,264.612
04,45,02.00,177698.3315051,2500798.3362491,0.008,0.000,264.645
04,45,02.20,177698.3314884,2500798.3363414,0.007,0.000,264.590
04,45,02.40,177698.3314717,2500798.3364338,0.009,0.000,264.407
04,45,02.60,177698.3314379,2500798.3365262,0.005,0.000,264.374
04,45,02.80,177698.3314212,2500798.336637,0.008,0.000,264.541
04,45,03.00,177698.3314045,2500798.3367294,0.012,46.404,264.306
04,45,03.20,177698.3313878,2500798.3368218,0.009,0.000,264.546
04,45,03.40,177698.3313712,2500798.3369326,0.015,188.045,264.317
04,45,03.60,177698.3313545,2500798.3370249,0.023,206.067,264.281
04,45,03.80,177698.3313379,2500798.3371357,0.030,221.225,264.384
04,45,04.00,177698.3313041,2500798.3372282,0.033,208.999,264.462
04,45,04.20,177698.3312874,2500798.3373205,0.034,208.176,264.477
04,45,04.40,177698.3312707,2500798.3374129,0.011,193.742,264.264
04,45,04.60,177698.3312369,2500798.3375238,0.008,0.000,264.533
04,45,04.80,177698.3312202,2500798.3376161,0.003,0.000,264.303
04,45,05.00,177698.3312035,2500798.3377085,0.008,0.000,264.460
04,45,05.20,177698.3311869,2500798.3378193,0.017,348.512,264.258
04,45,05.40,177698.3311531,2500798.3379118,0.012,325.960,264.400
04,45,05.60,177698.3311365,2500798.3380226,0.019,302.502,264.366
04,45,05.80,177698.3311199,2500798.3381334,0.016,334.747,264.415
04,45,06.00,177698.331086,2500798.3382258,0.018,310.762,264.570
04,45,06.20,177698.3310694,2500798.3383366,0.004,0.000,264.371
04,45,06.40,177698.3310358,2500798.338466,0.013,216.101,264.491
04,45,06.60,177698.3310191,2500798.3385768,0.008,0.000,264.329
04,45,06.80,177698.3309853,2500798.3386692,0.022,180.165,264.457
04,45,07.00,177698.3309687,2500798.3387801,0.034,168.620,264.343
04,45,07.20,177698.3309521,2500798.3388909,0.027,170.942,264.442
04,45,07.40,177698.3309182,2500798.3389833,0.029,171.783,264.552
04,45,07.60,177698.3309016,2500798.3390941,0.015,180.440,264.598
04,45,07.80,177698.3308849,2500798.3391865,0.019,236.692,264.501
04,45,08.00,177698.3308511,2500798.3392789,0.018,280.533,264.540
04,45,08.20,177698.3308344,2500798.3393713,0.024,271.092,264.556
04,45,08.40,177698.3308006,2500798.3394822,0.034,320.844,264.540
04,45,08.60,177698.3307668,2500798.3395746,0.044,329.053,264.707
04,45,08.80,177698.3307331,2500798.3396855,0.042,335.873,264.535
04,45,09.00,177698.3306993,2500798.3397964,0.027,349.030,264.627
04,45,09.20,177698.3306656,2500798.3399073,0.023,354.819,264.781
04,45,09.40,177698.3306319,2500798.3400367,0.012,8.399,264.671
04,45,09.60,177698.3305982,2500798.3401476,0.009,0.000,264.670
04,45,09.80,177698.3305816,2500798.3402768,0.009,0.000,264.662
04,45,10.00,177698.3305479,2500798.3403877,0.011,166.019,264.733
04,45,10.20,177698.3305141,2500798.3404986,0.034,177.464,264.563
04,45,10.40,177698.3304804,2500798.3406095,0.038,187.089,264.444
04,45,10.60,177698.3304466,2500798.3407204,0.022,178.804,264.475
04,45,10.80,177698.33043,2500798.3408312,0.024,193.773,264.532
04,45,11.00,177698.3303963,2500798.3409421,0.021,210.158,264.515
04,45,11.20,177698.3303624,2500798.3410345,0.020,246.790,264.453
04,45,11.40,177698.3303287,2500798.3411454,0.025,270.259,264.634
04,45,11.60,177698.3302949,2500798.3412563,0.019,275.318,264.422
04,45,11.80,177698.330244,2500798.3413489,0.010,272.085,264.442
04,45,12.00,177698.3302102,2500798.3414598,0.005,0.000,264.428
04,45,12.20,177698.3301765,2500798.3415706,0.011,113.267,264.485
04,45,12.40,177698.3301256,2500798.3416816,0.013,27.884,264.616
04,45,12.60,177698.3300918,2500798.3417925,0.030,41.421,264.430
04,45,12.80,177698.3300581,2500798.3419034,0.030,26.888,264.357
04,45,13.00,177698.3300415,2500798.3420142,0.019,357.671,264.472
04,45,13.20,177698.3300077,2500798.3421251,0.026,345.432,264.577
04,45,13.40,177698.3299911,2500798.3422359,0.018,345.247,264.389
04,45,13.60,177698.3299745,2500798.3423468,0.007,0.000,264.442
04,45,13.80,177698.3299408,2500798.3424576,0.015,283.308,264.490
04,45,14.00,177698.3299241,2500798.3425685,0.010,0.000,264.668
04,45,14.20,177698.3299075,2500798.3426793,0.012,215.411,264.235
04,45,14.40,177698.3298909,2500798.3427901,0.015,222.432,264.422
04,45,14.60,177698.3298572,2500798.342901,0.016,186.474,264.599
04,45,14.80,177698.3298405,2500798.3429933,0.015,197.187,264.561
04,45,15.00,177698.3298238,2500798.3430857,0.021,158.711,264.649
04,45,15.20,177698.3298071,2500798.3431781,0.005,0.000,264.505
04,45,15.40,177698.3298075,2500798.3432703,0.011,78.657,264.521
04,45,15.60,177698.3297908,2500798.3433627,0.011,73.206,264.415
04,45,15.80,177698.3297912,2500798.343455,0.005,0.000,264.409
04,45,16.00,177698.3297744,2500798.3435289,0.006,0.000,264.477
04,45,16.20,177698.3297749,2500798.3436212,0.009,0.000,264.563
04,45,16.40,177698.3297753,2500798.3437134,0.010,285.293,264.530
04,45,16.60,177698.3297585,2500798.3437873,0.006,0.000,264.561
04,45,16.80,177698.329759,2500798.3438796,0.009,0.000,264.650
04,45,17.00,177698.3297594,2500798.3439719,0.030,326.063,264.589
04,45,17.20,177698.3297598,2500798.3440642,0.030,349.437,264.548
04,45,17.40,177698.3297602,2500798.344138,0.034,347.033,264.484
04,45,17.60,177698.3297607,2500798.3442487,0.022,348.259,264.571
04,45,17.80,177698.3297611,2500798.344341,0.009,0.000,264.707
04,45,18.00,177698.3297616,2500798.3444333,0.022,57.251,264.564
04,45,18.20,177698.329762,2500798.3445256,0.014,166.372,264.972
04,45,18.40,177698.3297797,2500798.3446362,0.023,157.460,264.827
04,45,18.60,177698.3297801,2500798.3447285,0.022,140.967,264.614
04,45,18.80,177698.3297977,2500798.3448207,0.021,146.567,264.538
04,45,19.00,177698.3298152,2500798.3448944,0.024,142.304,264.540
04,45,19.20,177698.3298327,2500798.3449866,0.019,143.018,264.364
04,45,19.40,177698.3298503,2500798.3450788,0.027,141.178,264.497
04,45,19.60,177698.3298849,2500798.3451525,0.009,0.000,264.350
04,45,19.80,177698.3299025,2500798.3452447,0.008,0.000,264.408
04,45,20.00,177698.32992,2500798.3453184,0.020,199.802,264.629
04,45,20.20,177698.3299546,2500798.3453921,0.021,211.758,264.429
04,45,20.40,177698.3299721,2500798.3454658,0.025,212.660,264.617
04,45,20.60,177698.3299896,2500798.3455396,0.017,224.279,264.477
04,45,20.80,177698.330007,2500798.3456133,0.011,267.766,264.648
04,45,21.00,177698.3300244,2500798.3456686,0.003,0.000,264.656
04,45,21.20,177698.3300591,2500798.3457423,0.014,16.142,264.571
04,45,21.40,177698.3300765,2500798.345816,0.021,7.093,264.643
04,45,21.60,177698.330094,2500798.3458897,0.013,19.621,264.620
04,45,21.80,177698.3301287,2500798.3459634,0.012,12.204,264.740
04,45,22.00,177698.3301461,2500798.3460371,0.009,0.000,264.565
04,45,22.20,177698.3301637,2500798.3461293,0.010,108.245,264.698
04,45,22.40,177698.3301983,2500798.346203,0.007,0.000,264.653
04,45,22.60,177698.3302158,2500798.3462767,0.012,186.924,264.869
04,45,22.80,177698.3302504,2500798.3463504,0.014,218.644,264.628
04,45,23.00,177698.3302679,2500798.3464241,0.033,200.823,264.842
04,45,23.20,177698.3303025,2500798.3464978,0.040,188.370,264.816
04,45,23.40,177698.33032,2500798.3465715,0.046,181.842,264.678
04,45,23.60,177698.3303546,2500798.3466452,0.048,181.269,264.845
04,45,23.80,177698.3303892,2500798.3467004,0.037,170.062,264.779
04,45,24.00,177698.3304066,2500798.3467557,0.022,151.557,264.846
04,45,24.20,177698.3304411,2500798.3468109,0.023,175.478,264.939
04,45,24.40,177698.3304756,2500798.3468661,0.014,186.333,264.651
04,45,24.60,177698.3305102,2500798.3469213,0.010,195.178,264.864
04,45,24.80,177698.3305447,2500798.3469765,0.005,0.000,264.859
04,45,25.00,177698.330562,2500798.3470133,0.005,0.000,264.789
04,45,25.20,177698.3305965,2500798.3470685,0.003,0.000,264.815
04,45,25.40,177698.3306311,2500798.3471237,0.027,19.878,265.035
04,45,25.60,177698.3306656,2500798.347179,0.015,7.797,264.821
04,45,25.80,177698.3307001,2500798.3472342,0.018,351.462,264.918
04,45,26.00,177698.3307348,2500798.3473078,0.021,343.849,264.835
04,45,26.20,177698.3307693,2500798.347363,0.008,0.000,264.774
04,45,26.40,177698.330821,2500798.3474181,0.007,0.000,264.747
04,45,26.60,177698.3308555,2500798.3474734,0.008,0.000,264.794
04,45,26.80,177698.3308901,2500798.347547,0.023,187.376,264.637
04,45,27.00,177698.3309246,2500798.3476022,0.027,196.407,264.744
04,45,27.20,177698.3309591,2500798.347639,0.028,184.208,264.919
04,45,27.40,177698.3309936,2500798.3476942,0.027,179.677,264.860
04,45,27.60,177698.3310453,2500798.3477493,0.016,168.285,264.857
04,45,27.80,177698.3310797,2500798.347786,0.017,148.613,264.765
04,45,28.00,177698.3311143,2500798.3478413,0.008,0.000,264.977
04,45,28.20,177698.3311487,2500798.347878,0.013,345.562,264.946
04,45,28.40,177698.3312004,2500798.3479331,0.011,329.892,264.801
04,45,28.60,177698.3312349,2500798.3479883,0.020,325.987,264.873
04,45,28.80,177698.3312866,2500798.3480435,0.017,342.993,264.671
04,45,29.00,177698.331321,2500798.3480802,0.017,358.126,264.712
04,45,29.20,177698.3313556,2500798.3481539,0.015,335.575,264.680
04,45,29.40,177698.3313902,2500798.3482091,0.019,359.361,264.833
04,45,29.60,177698.3314247,2500798.3482643,0.020,356.742,264.755
04,45,29.80,177698.3314765,2500798.3483379,0.008,0.000,264.613
04,45,30.00,177698.331511,2500798.3483931,0.006,0.000,264.736
04,45,30.20,177698.3315456,2500798.3484667,0.006,0.000,264.566
04,45,30.40,177698.3315801,2500798.3485219,0.012,19.782,264.608
04,45,30.60,177698.3316319,2500798.3485955,0.010,0.000,264.439
04,45,30.80,177698.3316664,2500798.3486507,0.013,238.021,264.703
04,45,31.00,177698.331701,2500798.3487244,0.020,246.392,264.540
04,45,31.20,177698.3317356,2500798.3487796,0.022,222.575,264.901
04,45,31.40,177698.3317701,2500798.3488348,0.011,232.004,264.878
04,45,31.60,177698.3318047,2500798.3489084,0.018,215.118,264.971
04,45,31.80,177698.3318393,2500798.3489636,0.007,0.000,264.888
04,45,32.00,177698.3318738,2500798.3490188,0.016,236.089,264.897
04,45,32.20,177698.3319083,2500798.3490741,0.016,183.543,264.707
04,45,32.40,177698.3319429,2500798.3491293,0.007,0.000,264.784
04,45,32.60,177698.3319603,2500798.3491845,0.018,345.814,264.835
04,45,32.80,177698.3319949,2500798.3492582,0.021,14.442,264.772
04,45,33.00,177698.3320294,2500798.3493134,0.035,359.029,264.845
04,45,33.20,177698.332064,2500798.3493871,0.032,350.755,264.685
04,45,33.40,177698.3320986,2500798.3494607,0.028,324.047,264.875
04,45,33.60,177698.3321161,2500798.3495345,0.043,320.164,264.947
04,45,33.80,177698.3321508,2500798.3496081,0.025,315.121,264.856
04,45,34.00,177698.3321683,2500798.3497003,0.018,305.452,265.075
04,45,34.20,177698.3321858,2500798.3497741,0.007,0.000,264.937
04,45,34.40,177698.3322033,2500798.3498478,0.018,197.497,265.026
04,45,34.60,177698.3322209,2500798.34994,0.023,210.003,264.882
04,45,34.80,177698.3322383,2500798.3500138,0.023,187.842,264.947
04,45,35.00,177698.3322558,2500798.3500875,0.022,145.556,264.826
04,45,35.20,177698.3322733,2500798.3501612,0.020,151.939,264.909
04,45,35.40,177698.3323079,2500798.3502349,0.026,165.794,264.896
04,45,35.60,177698.3323254,2500798.3503086,0.024,180.266,264.845
04,45,35.80,177698.33236,2500798.3503823,0.011,196.365,264.853
04,45,36.00,177698.3323946,2500798.3504375,0.012,210.279,264.525
04,45,36.20,177698.332412,2500798.3505112,0.019,309.580,265.000
04,45,36.40,177698.3324468,2500798.3506034,0.028,354.880,264.729
04,45,36.60,177698.3324814,2500798.350677,0.032,349.290,264.910
04,45,36.80,177698.3324989,2500798.3507508,0.039,338.715,264.926
04,45,37.00,177698.3325336,2500798.3508429,0.027,352.854,264.953
04,45,37.20,177698.3325511,2500798.3509351,0.030,344.962,264.938
04,45,37.40,177698.3325858,2500798.3510272,0.021,340.753,264.790
04,45,37.60,177698.3326034,2500798.3511194,0.014,324.894,264.803
04,45,37.80,177698.3326381,2500798.3512115,0.014,295.532,264.730
04,45,38.00,177698.3326557,2500798.3513037,0.002,0.000,264.755
04,45,38.20,177698.3326733,2500798.3514144,0.005,0.000,264.641
04,45,38.40,177698.3327081,2500798.3515065,0.003,0.000,264.677
04,45,38.60,177698.3327256,2500798.3515987,0.007,0.000,264.762
04,45,38.80,177698.3327432,2500798.3516909,0.018,162.355,264.851
04,45,39.00,177698.3327779,2500798.351783,0.008,0.000,264.648
04,45,39.20,177698.3327955,2500798.3518752,0.015,148.398,264.735
04,45,39.40,177698.3328302,2500798.3519673,0.001,0.000,264.847
04,45,39.60,177698.3328477,2500798.352041,0.003,0.000,264.633
04,45,39.80,177698.3328824,2500798.3521331,0.006,0.000,264.714
04,45,40.00,177698.3328999,2500798.3522253,0.008,0.000,264.539
04,45,40.20,177698.3329174,2500798.3522991,0.001,0.000,264.917
04,45,40.40,177698.332935,2500798.3523913,0.015,307.864,264.963
04,45,40.60,177698.3329697,2500798.3524834,0.007,0.000,264.763
04,45,40.80,177698.3329873,2500798.3525756,0.004,0.000,264.721
04,45,41.00,177698.3330048,2500798.3526678,0.009,0.000,264.732
04,45,41.20,177698.3330223,2500798.3527415,0.014,290.920,264.711
04,45,41.40,177698.3330399,2500798.3528337,0.008,0.000,264.585
04,45,41.60,177698.3330575,2500798.3529259,0.008,0.000,264.589
04,45,41.80,177698.333075,2500798.3530181,0.007,0.000,264.596
04,45,42.00,177698.3330926,2500798.3531103,0.018,62.659,264.655
04,45,42.20,177698.3331102,2500798.3532025,0.014,93.165,264.515
04,45,42.40,177698.3331278,2500798.3532947,0.020,82.681,264.601
04,45,42.60,177698.3331625,2500798.3533868,0.010,0.000,264.707
04,45,42.80,177698.33318,2500798.353479,0.007,0.000,264.463
04,45,43.00,177698.3332147,2500798.3535711,0.019,184.470,264.482
04,45,43.20,177698.3332494,2500798.3536633,0.027,208.809,264.491
04,45,43.40,177698.3332669,2500798.353737,0.019,211.962,264.721
04,45,43.60,177698.3333016,2500798.3538291,0.010,234.711,264.445
04,45,43.80,177698.3333191,2500798.3539029,0.006,0.000,264.497
04,45,44.00,177698.3333538,2500798.353995,0.005,0.000,264.531
04,45,44.20,177698.3333714,2500798.3540872,0.004,0.000,264.566
04,45,44.40,177698.333406,2500798.3541608,0.008,0.000,264.645
04,45,44.60,177698.3334407,2500798.3542529,0.010,298.550,264.380
04,45,44.80,177698.3334583,2500798.3543451,0.007,0.000,264.654
04,45,45.00,177698.333493,2500798.3544373,0.011,241.837,264.374
