Hour,Minute,Second,Lon,Lat
04,44,25.00,177698.3344776,2500798.3125191
04,44,25.00,177698.3344776,2500798.3125191
04,44,25.20,177698.3344783,2500798.3126668
04,44,25.40,177698.3344789,2500798.312796
04,44,25.60,177698.3344966,2500798.3129251
04,44,25.80,177698.3344973,2500798.3130727
04,44,26.00,177698.3345151,2500798.3132018
04,44,26.00,177698.3345151,2500798.3132018
04,44,26.20,177698.3345158,2500798.3133495
04,44,26.40,177698.3345336,2500798.313497
04,44,26.60,177698.3345342,2500798.3136262
04,44,26.80,177698.3345521,2500798.3137738
04,44,27.00,177698.3345527,2500798.313903
04,44,27.00,177698.3345527,2500798.313903
04,44,27.20,177698.3345534,2500798.3140506
04,44,27.40,177698.334554,2500798.3141798
04,44,27.60,177698.3345546,2500798.314309
04,44,27.80,177698.3345552,2500798.3144382
04,44,28.00,177698.3345558,2500798.3145674
04,44,28.00,177698.3345558,2500798.3145674
04,44,28.20,177698.3345565,2500798.314715
04,44,28.40,177698.3345571,2500798.3148442
04,44,28.60,177698.3345577,2500798.3149734
04,44,28.80,177698.3345584,2500798.315121
04,44,29.00,177698.334559,2500798.3152502
04,44,29.00,177698.334559,2500798.3152502
04,44,29.20,177698.3345597,2500798.3153979
04,44,29.40,177698.3345603,2500798.3155271
04,44,29.60,177698.334561,2500798.3156747
04,44,29.80,177698.3345617,2500798.3158223
04,44,30.00,177698.3345624,2500798.31597
04,44,30.00,177698.3345624,2500798.31597
04,44,30.20,177698.3345631,2500798.3161176
04,44,30.40,177698.3345637,2500798.3162468
04,44,30.60,177698.3345644,2500798.3163945
04,44,30.80,177698.334565,2500798.3165237
04,44,31.00,177698.3345657,2500798.3166713
04,44,31.00,177698.3345657,2500798.3166713
04,44,31.20,177698.3345663,2500798.3168005
04,44,31.40,177698.3345669,2500798.3169297
04,44,31.60,177698.3345847,2500798.3170588
04,44,31.80,177698.3345853,2500798.317188
04,44,32.00,177698.3345859,2500798.3173172
04,44,32.00,177698.3345859,2500798.3173172
04,44,32.20,177698.3345865,2500798.3174464
04,44,32.40,177698.3345871,2500798.3175755
04,44,32.60,177698.3345877,2500798.3177047
04,44,32.80,177698.3346055,2500798.3178338
04,44,33.00,177698.3346061,2500798.317963
04,44,33.00,177698.3346061,2500798.317963
04,44,33.20,177698.3346067,2500798.3180922
04,44,33.40,177698.3346245,2500798.3182398
04,44,33.60,177698.3346251,2500798.318369
04,44,33.80,177698.3346258,2500798.3184982
04,44,34.00,177698.3346265,2500798.3186458
04,44,34.00,177698.3346265,2500798.3186458
04,44,34.20,177698.3346271,2500798.318775
04,44,34.40,177698.3346277,2500798.3189042
04,44,34.60,177698.3346112,2500798.3190519
04,44,34.80,177698.3345947,2500798.3191812
04,44,35.00,177698.3345953,2500798.3193104
04,44,35.00,177698.3345953,2500798.3193104
04,44,35.20,177698.3345788,2500798.3194396
04,44,35.40,177698.3345623,2500798.3195689
04,44,35.60,177698.3345629,2500798.3196981
04,44,35.80,177698.3345463,2500798.3198089
04,44,36.00,177698.3345297,2500798.3199382
04,44,36.00,177698.3345297,2500798.3199382
04,44,36.20,177698.3345131,2500798.320049
04,44,36.40,177698.3344966,2500798.3201783
04,44,36.60,177698.33448,2500798.3202891
04,44,36.80,177698.3344635,2500798.3204183
04,44,37.00,177698.3344469,2500798.3205476
04,44,37.00,177698.3344469,2500798.3205476
04,44,37.20,177698.3344133,2500798.320677
04,44,37.40,177698.3343968,2500798.3208247
04,44,37.60,177698.3343633,2500798.3209725
04,44,37.80,177698.3343296,2500798.3211018
04,44,38.00,177698.3343132,2500798.3212496
04,44,38.00,177698.3343132,2500798.3212496
04,44,38.20,177698.3342796,2500798.3213974
04,44,38.40,177698.3342631,2500798.3215451
04,44,38.60,177698.3342467,2500798.3216928
04,44,38.80,177698.334213,2500798.3218222
04,44,39.00,177698.3341966,2500798.3219699
04,44,39.00,177698.3341966,2500798.3219699
04,44,39.20,177698.3341629,2500798.3220993
04,44,39.40,177698.3341464,2500798.3222285
04,44,39.60,177698.3341299,2500798.3223578
04,44,39.80,177698.3341135,2500798.3225055
04,44,40.00,177698.3341141,2500798.3226347
04,44,40.00,177698.3341141,2500798.3226347
04,44,40.20,177698.3340975,2500798.322764
04,44,40.40,177698.3340811,2500798.3229117
04,44,40.60,177698.3340475,2500798.3230595
04,44,40.80,177698.3340311,2500798.3232072
04,44,41.00,177698.3340146,2500798.323355
04,44,41.00,177698.3340146,2500798.323355
04,44,41.20,177698.3339812,2500798.3235212
04,44,41.40,177698.3339647,2500798.3236689
04,44,41.60,177698.3339312,2500798.3238352
04,44,41.80,177698.3339148,2500798.3239829
04,44,42.00,177698.3338984,2500798.3241491
04,44,42.00,177698.3338984,2500798.3241491
04,44,42.20,177698.3338821,2500798.3243153
04,44,42.40,177698.3338828,2500798.3244629
04,44,42.60,177698.3338663,2500798.3246107
04,44,42.80,177698.3338499,2500798.3247584
04,44,43.00,177698.3338335,2500798.3249061
04,44,43.00,177698.3338335,2500798.3249061
04,44,43.20,177698.3338169,2500798.3250354
04,44,43.40,177698.3338004,2500798.3251647
04,44,43.60,177698.333784,2500798.3253124
04,44,43.80,177698.3337503,2500798.3254417
04,44,44.00,177698.3337338,2500798.325571
04,44,44.00,177698.3337338,2500798.325571
04,44,44.20,177698.3337173,2500798.3257187
04,44,44.40,177698.3336837,2500798.3258481
04,44,44.60,177698.3336673,2500798.3259958
04,44,44.80,177698.3336508,2500798.3261435
04,44,45.00,177698.3336344,2500798.3262913
04,44,45.00,177698.3336344,2500798.3262913
04,44,45.20,177698.3336008,2500798.3264391
04,44,45.40,177698.3335843,2500798.3265683
04,44,45.60,177698.3335507,2500798.3267161
04,44,45.80,177698.3335342,2500798.3268454
04,44,46.00,177698.3335006,2500798.3269932
04,44,46.00,177698.3335006,2500798.3269932
04,44,46.20,177698.3334841,2500798.3271225
04,44,46.40,177698.3334504,2500798.3272518
04,44,46.60,177698.3334167,2500798.3273812
04,44,46.80,177698.3334003,2500798.3275289
04,44,47.00,177698.3333838,2500798.3276582
04,44,47.00,177698.3333838,2500798.3276582
04,44,47.20,177698.3333501,2500798.3277875
04,44,47.40,177698.3333335,2500798.3278983
04,44,47.60,177698.3332998,2500798.3280277
04,44,47.80,177698.3332662,2500798.328157
04,44,48.00,177698.3332325,2500798.3282864
04,44,48.00,177698.3332325,2500798.3282864
04,44,48.20,177698.333216,2500798.3284157
04,44,48.40,177698.3331823,2500798.328545
04,44,48.60,177698.3331487,2500798.3286744
04,44,48.80,177698.3331149,2500798.3287853
04,44,49.00,177698.3330984,2500798.3289145
04,44,49.00,177698.3330984,2500798.3289145
04,44,49.20,177698.3330647,2500798.3290439
04,44,49.40,177698.3330481,2500798.3291547
04,44,49.60,177698.3330145,2500798.329284
04,44,49.80,177698.3329979,2500798.3293949
04,44,50.00,177698.3329642,2500798.3295242
04,44,50.00,177698.3329642,2500798.3295242
04,44,50.20,177698.3329305,2500798.3296536
04,44,50.40,177698.3328968,2500798.3297645
04,44,50.60,177698.3328631,2500798.3298938
04,44,50.80,177698.3328295,2500798.3300232
04,44,51.00,177698.3327957,2500798.3301341
04,44,51.00,177698.3327957,2500798.3301341
04,44,51.20,177698.3327792,2500798.3302633
04,44,51.40,177698.3327455,2500798.3303927
04,44,51.60,177698.3327289,2500798.3305035
04,44,51.80,177698.3327124,2500798.3306328
04,44,52.00,177698.3326958,2500798.3307436
04,44,52.00,177698.3326958,2500798.3307436
04,44,52.20,177698.3326792,2500798.3308728
04,44,52.40,177698.3326626,2500798.3309837
04,44,52.60,177698.3326461,2500798.3311129
04,44,52.80,177698.3326295,2500798.3312237
04,44,53.00,177698.332613,2500798.331353
04,44,53.00,177698.332613,2500798.331353
04,44,53.20,177698.3325964,2500798.3314638
04,44,53.40,177698.3325798,2500798.3315931
04,44,53.60,177698.3325632,2500798.3317039
04,44,53.80,177698.3325467,2500798.3318332
04,44,54.00,177698.3325473,2500798.3319624
04,44,54.00,177698.3325473,2500798.3319624
04,44,54.20,177698.3325478,2500798.3320731
04,44,54.40,177698.3325313,2500798.3322024
04,44,54.60,177698.3325318,2500798.3323131
04,44,54.80,177698.3325152,2500798.3324239
04,44,55.00,177698.3324987,2500798.3325532
04,44,55.00,177698.3324987,2500798.3325532
04,44,55.20,177698.3324993,2500798.3326824
04,44,55.40,177698.3324827,2500798.3327932
04,44,55.60,177698.332449,2500798.3329225
04,44,55.80,177698.3324324,2500798.3330334
04,44,56.00,177698.3324159,2500798.3331626
04,44,56.00,177698.3324159,2500798.3331626
04,44,56.20,177698.3323993,2500798.3332734
04,44,56.40,177698.3323656,2500798.3334028
04,44,56.60,177698.332349,2500798.3335136
04,44,56.80,177698.3323152,2500798.333606
04,44,57.00,177698.3322814,2500798.3337169
04,44,57.00,177698.3322814,2500798.3337169
04,44,57.20,177698.3322477,2500798.3338278
04,44,57.40,177698.3322138,2500798.3339203
04,44,57.60,177698.3321972,2500798.3340311
04,44,57.80,177698.3321635,2500798.334142
04,44,58.00,177698.3321296,2500798.3342344
04,44,58.00,177698.3321296,2500798.3342344
04,44,58.20,177698.3320959,2500798.3343453
04,44,58.40,177698.3320621,2500798.3344562
04,44,58.60,177698.3320284,2500798.3345671
04,44,58.80,177698.3319946,2500798.334678
04,44,59.00,177698.3319608,2500798.3347704
04,44,59.00,177698.3319608,2500798.3347704
04,44,59.20,177698.331927,2500798.3348813
04,44,59.40,177698.3318932,2500798.3349738
04,44,59.60,177698.3318595,2500798.3350847
04,44,59.80,177698.3318256,2500798.3351771
04,45,00.00,177698.3317919,2500798.335288
04,45,00.00,177698.3317919,2500798.335288
04,45,00.20,177698.331758,2500798.3353804
04,45,00.40,177698.3317242,2500798.3354729
04,45,00.60,177698.3316905,2500798.3355838
04,45,00.80,177698.3316566,2500798.3356762
04,45,01.00,177698.3316399,2500798.3357686
04,45,01.00,177698.3316399,2500798.3357686
04,45,01.20,177698.3316061,2500798.335861
04,45,01.40,177698.3315894,2500798.3359534
04,45,01.60,177698.3315556,2500798.3360643
04,45,01.80,177698.3315389,2500798.3361566
04,45,02.00,177698.3315051,2500798.3362491
04,45,02.00,177698.3315051,2500798.3362491
04,45,02.20,177698.3314884,2500798.3363414
04,45,02.40,177698.3314717,2500798.3364338
04,45,02.60,177698.3314379,2500798.3365262
04,45,02.80,177698.3314212,2500798.336637
04,45,03.00,177698.3314045,2500798.3367294
04,45,03.00,177698.3314045,2500798.3367294
04,45,03.20,177698.3313878,2500798.3368218
04,45,03.40,177698.3313712,2500798.3369326
04,45,03.60,177698.3313545,2500798.3370249
04,45,03.80,177698.3313379,2500798.3371357
04,45,04.00,177698.3313041,2500798.3372282
04,45,04.00,177698.3313041,2500798.3372282
04,45,04.20,177698.3312874,2500798.3373205
04,45,04.40,177698.3312707,2500798.3374129
04,45,04.60,177698.3312369,2500798.3375238
04,45,04.80,177698.3312202,2500798.3376161
04,45,05.00,177698.3312035,2500798.3377085
04,45,05.00,177698.3312035,2500798.3377085
04,45,05.20,177698.3311869,2500798.3378193
04,45,05.40,177698.3311531,2500798.3379118
04,45,05.60,177698.3311365,2500798.3380226
04,45,05.80,177698.3311199,2500798.3381334
04,45,06.00,177698.331086,2500798.3382258
04,45,06.00,177698.331086,2500798.3382258
04,45,06.20,177698.3310694,2500798.3383366
04,45,06.40,177698.3310358,2500798.338466
04,45,06.60,177698.3310191,2500798.3385768
04,45,06.80,177698.3309853,2500798.3386692
04,45,07.00,177698.3309687,2500798.3387801
04,45,07.00,177698.3309687,2500798.3387801
04,45,07.20,177698.3309521,2500798.3388909
04,45,07.40,177698.3309182,2500798.3389833
04,45,07.60,177698.3309016,2500798.3390941
04,45,07.80,177698.3308849,2500798.3391865
04,45,08.00,177698.3308511,2500798.3392789
04,45,08.00,177698.3308511,2500798.3392789
04,45,08.20,177698.3308344,2500798.3393713
04,45,08.40,177698.3308006,2500798.3394822
04,45,08.60,177698.3307668,2500798.3395746
04,45,08.80,177698.3307331,2500798.3396855
04,45,09.00,177698.3306993,2500798.3397964
04,45,09.00,177698.3306993,2500798.3397964
04,45,09.20,177698.3306656,2500798.3399073
04,45,09.40,177698.3306319,2500798.3400367
04,45,09.60,177698.3305982,2500798.3401476
04,45,09.80,177698.3305816,2500798.3402768
04,45,10.00,177698.3305479,2500798.3403877
04,45,10.00,177698.3305479,2500798.3403877
04,45,10.20,177698.3305141,2500798.3404986
04,45,10.40,177698.3304804,2500798.3406095
04,45,10.60,177698.3304466,2500798.3407204
04,45,10.80,177698.33043,2500798.3408312
